Updated On,State,Total Doses Administered,First Dose Administered,Second Dose Administered
30/01/2021,Kerala,134225,134225,0
31/01/2021,Kerala,140906,140906,0
1/2/2021,Kerala,173482,173482,0
2/2/2021,Kerala,204449,204449,0
3/2/2021,Kerala,225664,225664,0
4/2/2021,Kerala,250831,250831,0
5/2/2021,Kerala,266068,266068,0
6/2/2021,Kerala,271731,271731,0
7/2/2021,Kerala,272221,272221,0
8/2/2021,Kerala,287787,287787,0
9/2/2021,Kerala,302655,302655,0
10/2/2021,Kerala,306802,306802,0
11/2/2021,Kerala,314425,314425,0
12/2/2021,Kerala,326974,326974,0
13/02/2021,Kerala,338167,338167,0
14/02/2021,Kerala,340452,340407,45
15/02/2021,Kerala,357263,353940,3323
16/02/2021,Kerala,382629,370481,12148
17/02/2021,Kerala,392764,377376,15388
18/02/2021,Kerala,401317,377981,23336
19/02/2021,Kerala,432564,400463,32101
20/02/2021,Kerala,445561,406728,38833
21/02/2021,Kerala,445939,407098,38841
22/02/2021,Kerala,469633,413599,56034
23/02/2021,Kerala,484753,422676,62077
24/02/2021,Kerala,501243,431070,70173
25/02/2021,Kerala,538367,449826,88541
26/02/2021,Kerala,593333,489113,104220
27/02/2021,Kerala,593333,489113,104220
28/02/2021,Kerala,593333,489113,104220
1/3/2021,Kerala,593333,489113,104220
2/3/2021,Kerala,653199,534490,118709
3/3/2021,Kerala,691858,564199,127659
4/3/2021,Kerala,774938,627900,147038
5/3/2021,Kerala,856197,689867,166330
6/3/2021,Kerala,943171,756016,187155
7/3/2021,Kerala,956327,767969,188358
8/3/2021,Kerala,1038770,829751,209019
9/3/2021,Kerala,918350,689979,228371
10/3/2021,Kerala,954881,714468,240413
11/3/2021,Kerala,992154,742190,249964
12/3/2021,Kerala,1077367,807213,270154
13/03/2021,Kerala,1123556,843361,280195
14/03/2021,Kerala,1127845,846852,280993
15/03/2021,Kerala,1213086,915549,297537
16/03/2021,Kerala,1500473,1188099,312374
17/03/2021,Kerala,2016703,1695387,321316
18/03/2021,Kerala,2165652,1832205,333447
19/03/2021,Kerala,2298455,1954868,343587
20/03/2021,Kerala,2418931,2066624,352307
21/03/2021,Kerala,2426827,2073902,352925
22/03/2021,Kerala,2564049,2203735,360314
23/03/2021,Kerala,2712712,2339164,373548
24/03/2021,Kerala,2776155,2398567,377588
25/03/2021,Kerala,2939242,2555550,383692
26/03/2021,Kerala,3070352,2682089,388263
27/03/2021,Kerala,3188068,2795930,392138
28/03/2021,Kerala,3199659,2807351,392308
29/03/2021,Kerala,3353041,2956227,396814
30/03/2021,Kerala,3510207,3106682,403525
31/03/2021,Kerala,3574857,3167015,407842
1/4/2021,Kerala,3653814,3242747,411067
2/4/2021,Kerala,3721899,3307374,414525
3/4/2021,Kerala,3838483,3416400,422083
4/4/2021,Kerala,3888331,3463563,424768
5/4/2021,Kerala,4005217,3573568,431649
6/4/2021,Kerala,4042344,3608126,434218
7/4/2021,Kerala,4140687,3698854,441833
8/4/2021,Kerala,4356948,3899533,457415
9/4/2021,Kerala,4575579,4099009,476570
10/4/2021,Kerala,4763750,4270854,492896
11/4/2021,Kerala,4830666,4333798,496868
12/4/2021,Kerala,5098015,4571524,526491
13/04/2021,Kerala,5267173,4714085,553088
14/04/2021,Kerala,5287486,4730173,557313
15/04/2021,Kerala,5496553,4899502,597051
16/04/2021,Kerala,5680114,5040807,639307
17/04/2021,Kerala,5832548,5158591,673957
18/04/2021,Kerala,5870232,5189796,680436
19/04/2021,Kerala,6026332,5299053,727279
20/04/2021,Kerala,6243615,5443386,800229
21/04/2021,Kerala,6353600,5512304,841296
22/04/2021,Kerala,6503034,5602945,900089
23/04/2021,Kerala,6628388,5673943,954445
24/04/2021,Kerala,6827755,5788568,1039187
25/04/2021,Kerala,6847075,5801281,1045794
26/04/2021,Kerala,6991118,5885170,1105948
27/04/2021,Kerala,7106942,5947361,1159581
28/04/2021,Kerala,7144083,5967887,1176196
29/04/2021,Kerala,7229177,6006391,1222786
30/04/2021,Kerala,7376934,6051350,1325584
1/5/2021,Kerala,7425416,6069726,1355690
2/5/2021,Kerala,7426176,6069760,1356416
3/5/2021,Kerala,7511454,6092349,1419105
4/5/2021,Kerala,7577304,6110419,1466885
5/5/2021,Kerala,7600484,6118358,1482126
6/5/2021,Kerala,7705285,6137985,1567300
7/5/2021,Kerala,7869269,6168780,1700489
8/5/2021,Kerala,7951983,6187280,1764703
9/5/2021,Kerala,7952556,6187652,1764904
10/5/2021,Kerala,8066700,6216882,1849818
11/5/2021,Kerala,8141289,6238776,1902513
12/5/2021,Kerala,8185506,6257014,1928492
13/05/2021,Kerala,8212961,6267551,1945410
14/05/2021,Kerala,8259812,6290354,1969458
15/05/2021,Kerala,8417840,6426197,1991643
16/05/2021,Kerala,8451480,6454137,1997343
17/05/2021,Kerala,8519852,6510777,2009075
18/05/2021,Kerala,8573567,6556628,2016939
19/05/2021,Kerala,8591102,6571984,2019118
20/05/2021,Kerala,8599407,6579668,2019739
21/05/2021,Kerala,8614950,6594479,2020471
22/05/2021,Kerala,8644281,6623765,2020516
23/05/2021,Kerala,8650237,6629725,2020512
24/05/2021,Kerala,8703631,6683003,2020628
25/05/2021,Kerala,8759506,6738751,2020755
26/05/2021,Kerala,8789981,6769136,2020845
27/05/2021,Kerala,8904096,6881450,2022646
28/05/2021,Kerala,9056314,7031363,2024951
29/05/2021,Kerala,9215371,7170607,2044764
30/05/2021,Kerala,9241456,7190905,2050551
31/05/2021,Kerala,9413723,7345141,2068582
1/6/2021,Kerala,9583560,7494522,2089038
2/6/2021,Kerala,9689249,7585560,2103689
3/6/2021,Kerala,9850288,7730989,2119299
4/6/2021,Kerala,10026627,7888884,2137743
5/6/2021,Kerala,10214963,8057972,2156991
6/6/2021,Kerala,10270131,8109567,2160564
7/6/2021,Kerala,10473049,8302066,2170983
8/6/2021,Kerala,10692008,8503125,2188883
9/6/2021,Kerala,10832105,8634128,2197977
10/6/2021,Kerala,10983039,8772285,2210754
11/6/2021,Kerala,11102819,8879020,2223799
12/6/2021,Kerala,11181355,8943648,2237707
13/06/2021,Kerala,11229829,8989689,2240140
14/06/2021,Kerala,11422135,9154064,2268071
15/06/2021,Kerala,11635416,9307169,2328247
16/06/2021,Kerala,11746936,9386066,2360870
17/06/2021,Kerala,11895426,9504983,2390443
18/06/2021,Kerala,11996311,9589345,2406966
19/06/2021,Kerala,12103202,9676904,2426298
20/06/2021,Kerala,12161549,9719116,2442433
21/06/2021,Kerala,12431202,9878112,2553090
22/06/2021,Kerala,12668936,10022247,2646689
23/06/2021,Kerala,12837481,10116957,2720524
24/06/2021,Kerala,13061640,10258975,2802665
25/06/2021,Kerala,13304025,10402196,2901829
26/06/2021,Kerala,13483338,10506089,2977249
27/06/2021,Kerala,13535878,10541450,2994428
28/06/2021,Kerala,13748651,10649612,3099039
29/06/2021,Kerala,13948645,10748505,3200140
30/06/2021,Kerala,14095726,10841514,3254212
1/7/2021,Kerala,14242696,10915717,3326979
2/7/2021,Kerala,14531577,11043945,3487632
3/7/2021,Kerala,14764538,11162817,3601721
4/7/2021,Kerala,14790452,11179952,3610500
5/7/2021,Kerala,14947001,11261270,3685731
6/7/2021,Kerala,15062316,11322761,3739555
7/7/2021,Kerala,,,
8/7/2021,Kerala,,,
9/7/2021,Kerala,,,
10/7/2021,Kerala,,,
11/7/2021,Kerala,,,
12/7/2021,Kerala,,,
13/07/2021,Kerala,,,
14/07/2021,Kerala,,,
15/07/2021,Kerala,,,
16/01/2021,Ladakh,9,9,0
17/01/2021,Ladakh,9,9,0
18/01/2021,Ladakh,64,64,0
19/01/2021,Ladakh,64,64,0
20/01/2021,Ladakh,66,66,0
21/01/2021,Ladakh,66,66,0
22/01/2021,Ladakh,164,164,0
23/01/2021,Ladakh,330,330,0
24/01/2021,Ladakh,337,337,0
25/01/2021,Ladakh,461,461,0
26/01/2021,Ladakh,461,461,0
27/01/2021,Ladakh,642,642,0
28/01/2021,Ladakh,652,652,0
29/01/2021,Ladakh,823,823,0
30/01/2021,Ladakh,959,959,0
31/01/2021,Ladakh,959,959,0
1/2/2021,Ladakh,1065,1065,0
2/2/2021,Ladakh,1065,1065,0
3/2/2021,Ladakh,1342,1342,0
4/2/2021,Ladakh,1342,1342,0
5/2/2021,Ladakh,1578,1578,0
6/2/2021,Ladakh,1817,1817,0
7/2/2021,Ladakh,1817,1817,0
8/2/2021,Ladakh,2064,2064,0
9/2/2021,Ladakh,2158,2158,0
10/2/2021,Ladakh,2379,2379,0
11/2/2021,Ladakh,2597,2597,0
12/2/2021,Ladakh,2695,2695,0
13/02/2021,Ladakh,2902,2831,71
14/02/2021,Ladakh,2902,2831,71
15/02/2021,Ladakh,3014,2887,127
16/02/2021,Ladakh,3602,3433,169
17/02/2021,Ladakh,4162,3931,231
18/02/2021,Ladakh,4572,4284,288
19/02/2021,Ladakh,5531,5175,356
20/02/2021,Ladakh,6383,5783,600
21/02/2021,Ladakh,6621,6021,600
22/02/2021,Ladakh,7460,6748,712
23/02/2021,Ladakh,8432,7719,713
24/02/2021,Ladakh,9243,8396,847
25/02/2021,Ladakh,9734,8887,847
26/02/2021,Ladakh,10341,9412,929
27/02/2021,Ladakh,10341,9412,929
28/02/2021,Ladakh,10341,9412,929
1/3/2021,Ladakh,10341,9412,929
2/3/2021,Ladakh,11130,9990,1140
3/3/2021,Ladakh,12205,10778,1427
4/3/2021,Ladakh,13048,11538,1510
5/3/2021,Ladakh,14139,12393,1746
6/3/2021,Ladakh,16365,14387,1978
7/3/2021,Ladakh,16365,14387,1978
8/3/2021,Ladakh,19096,16882,2214
9/3/2021,Ladakh,20455,18159,2296
10/3/2021,Ladakh,23584,21085,2499
11/3/2021,Ladakh,26595,23882,2713
12/3/2021,Ladakh,29215,26413,2802
13/03/2021,Ladakh,31815,28917,2898
14/03/2021,Ladakh,32385,29485,2900
15/03/2021,Ladakh,34683,31760,2923
16/03/2021,Ladakh,38926,35573,3353
17/03/2021,Ladakh,40726,37044,3682
18/03/2021,Ladakh,42033,37810,4223
19/03/2021,Ladakh,43189,38440,4749
20/03/2021,Ladakh,44169,38954,5215
21/03/2021,Ladakh,44234,39005,5229
22/03/2021,Ladakh,45135,39419,5716
23/03/2021,Ladakh,45814,39767,6047
24/03/2021,Ladakh,46093,39950,6143
25/03/2021,Ladakh,46261,40010,6251
26/03/2021,Ladakh,46461,40083,6378
27/03/2021,Ladakh,46590,40195,6395
28/03/2021,Ladakh,46589,40194,6395
29/03/2021,Ladakh,46588,40193,6395
30/03/2021,Ladakh,46645,40215,6430
31/03/2021,Ladakh,46872,40372,6500
1/4/2021,Ladakh,50362,43815,6547
2/4/2021,Ladakh,55631,49045,6586
3/4/2021,Ladakh,59338,52707,6631
4/4/2021,Ladakh,62214,55578,6636
5/4/2021,Ladakh,65089,58417,6672
6/4/2021,Ladakh,66613,59863,6750
7/4/2021,Ladakh,69391,62372,7019
8/4/2021,Ladakh,71259,63903,7356
9/4/2021,Ladakh,71960,64284,7676
10/4/2021,Ladakh,72431,64518,7913
11/4/2021,Ladakh,73397,65236,8161
12/4/2021,Ladakh,74608,66115,8493
13/04/2021,Ladakh,75319,66540,8779
14/04/2021,Ladakh,75905,66813,9092
15/04/2021,Ladakh,76470,66918,9552
16/04/2021,Ladakh,76968,67005,9963
17/04/2021,Ladakh,77819,67157,10662
18/04/2021,Ladakh,77857,67185,10672
19/04/2021,Ladakh,80595,67732,12863
20/04/2021,Ladakh,84637,68954,15683
21/04/2021,Ladakh,88412,69995,18417
22/04/2021,Ladakh,91310,70599,20711
23/04/2021,Ladakh,94316,71353,22963
24/04/2021,Ladakh,96539,71714,24825
25/04/2021,Ladakh,96956,71734,25222
26/04/2021,Ladakh,100903,72754,28149
27/04/2021,Ladakh,103717,73508,30209
28/04/2021,Ladakh,105808,73967,31841
29/04/2021,Ladakh,107405,74391,33014
30/04/2021,Ladakh,108166,74571,33595
1/5/2021,Ladakh,109442,74984,34458
2/5/2021,Ladakh,109696,75065,34631
3/5/2021,Ladakh,111070,75744,35326
4/5/2021,Ladakh,112903,77322,35581
5/5/2021,Ladakh,115161,79276,35885
6/5/2021,Ladakh,117233,81061,36172
7/5/2021,Ladakh,118299,81960,36339
8/5/2021,Ladakh,119520,83032,36488
9/5/2021,Ladakh,119661,83169,36492
10/5/2021,Ladakh,120835,84093,36742
11/5/2021,Ladakh,121529,84630,36899
12/5/2021,Ladakh,122218,85240,36978
13/05/2021,Ladakh,122800,85688,37112
14/05/2021,Ladakh,122800,85688,37112
15/05/2021,Ladakh,123897,86645,37252
16/05/2021,Ladakh,123897,86645,37252
17/05/2021,Ladakh,124756,87501,37255
18/05/2021,Ladakh,125747,88488,37259
19/05/2021,Ladakh,126974,89715,37259
20/05/2021,Ladakh,128323,91064,37259
21/05/2021,Ladakh,130332,93073,37259
22/05/2021,Ladakh,132064,94805,37259
23/05/2021,Ladakh,132137,94878,37259
24/05/2021,Ladakh,134067,96802,37265
25/05/2021,Ladakh,136294,99028,37266
26/05/2021,Ladakh,138454,101188,37266
27/05/2021,Ladakh,144321,107044,37277
28/05/2021,Ladakh,150092,112814,37278
29/05/2021,Ladakh,154115,116836,37279
30/05/2021,Ladakh,154135,116856,37279
31/05/2021,Ladakh,159496,122206,37290
1/6/2021,Ladakh,164155,126864,37291
2/6/2021,Ladakh,167934,130639,37295
3/6/2021,Ladakh,171395,134095,37300
4/6/2021,Ladakh,174899,137598,37301
5/6/2021,Ladakh,177678,140366,37312
6/6/2021,Ladakh,177681,140369,37312
7/6/2021,Ladakh,180269,142943,37326
8/6/2021,Ladakh,181714,144376,37338
9/6/2021,Ladakh,183376,146030,37346
10/6/2021,Ladakh,185674,148313,37361
11/6/2021,Ladakh,189143,151780,37363
12/6/2021,Ladakh,191063,153682,37381
13/06/2021,Ladakh,191066,153685,37381
14/06/2021,Ladakh,192431,155038,37393
15/06/2021,Ladakh,193330,155927,37403
16/06/2021,Ladakh,194501,157081,37420
17/06/2021,Ladakh,196717,159275,37442
18/06/2021,Ladakh,198155,160703,37452
19/06/2021,Ladakh,199286,161809,37477
20/06/2021,Ladakh,199286,161809,37477
21/06/2021,Ladakh,200706,163217,37489
22/06/2021,Ladakh,202329,164799,37530
23/06/2021,Ladakh,203725,166167,37558
24/06/2021,Ladakh,206992,167571,39421
25/06/2021,Ladakh,211520,168168,43352
26/06/2021,Ladakh,215964,168671,47293
27/06/2021,Ladakh,216616,168691,47925
28/06/2021,Ladakh,220989,169421,51568
29/06/2021,Ladakh,224630,170297,54333
30/06/2021,Ladakh,226801,170900,55901
1/7/2021,Ladakh,228809,171439,57370
2/7/2021,Ladakh,230087,172099,57988
3/7/2021,Ladakh,232133,173803,58330
4/7/2021,Ladakh,232795,174447,58348
5/7/2021,Ladakh,235427,176300,59127
6/7/2021,Ladakh,237455,177760,59695
7/7/2021,Ladakh,,,
8/7/2021,Ladakh,,,
9/7/2021,Ladakh,,,
10/7/2021,Ladakh,,,
11/7/2021,Ladakh,,,
12/7/2021,Ladakh,,,
13/07/2021,Ladakh,,,
14/07/2021,Ladakh,,,
15/07/2021,Ladakh,,,
16/01/2021,Lakshadweep,16,16,0
17/01/2021,Lakshadweep,17,17,0
18/01/2021,Lakshadweep,237,237,0
19/01/2021,Lakshadweep,622,622,0
20/01/2021,Lakshadweep,629,629,0
21/01/2021,Lakshadweep,724,724,0
22/01/2021,Lakshadweep,734,734,0
23/01/2021,Lakshadweep,734,734,0
24/01/2021,Lakshadweep,749,749,0
25/01/2021,Lakshadweep,752,752,0
26/01/2021,Lakshadweep,752,752,0
27/01/2021,Lakshadweep,765,765,0
28/01/2021,Lakshadweep,790,790,0
29/01/2021,Lakshadweep,807,807,0
30/01/2021,Lakshadweep,807,807,0
31/01/2021,Lakshadweep,807,807,0
1/2/2021,Lakshadweep,807,807,0
2/2/2021,Lakshadweep,807,807,0
3/2/2021,Lakshadweep,807,807,0
4/2/2021,Lakshadweep,807,807,0
5/2/2021,Lakshadweep,825,825,0
6/2/2021,Lakshadweep,833,833,0
7/2/2021,Lakshadweep,833,833,0
8/2/2021,Lakshadweep,839,839,0
9/2/2021,Lakshadweep,869,869,0
10/2/2021,Lakshadweep,1312,1312,0
11/2/2021,Lakshadweep,1344,1344,0
12/2/2021,Lakshadweep,1575,1575,0
13/02/2021,Lakshadweep,1575,1575,0
14/02/2021,Lakshadweep,1575,1575,0
15/02/2021,Lakshadweep,1575,1575,0
16/02/2021,Lakshadweep,1613,1594,19
17/02/2021,Lakshadweep,1613,1594,19
18/02/2021,Lakshadweep,1674,1623,51
19/02/2021,Lakshadweep,1770,1689,81
20/02/2021,Lakshadweep,1770,1689,81
21/02/2021,Lakshadweep,1770,1689,81
22/02/2021,Lakshadweep,1830,1748,82
23/02/2021,Lakshadweep,1877,1771,106
24/02/2021,Lakshadweep,1902,1796,106
25/02/2021,Lakshadweep,1929,1822,107
26/02/2021,Lakshadweep,1931,1824,107
27/02/2021,Lakshadweep,1931,1824,107
28/02/2021,Lakshadweep,1931,1824,107
1/3/2021,Lakshadweep,1931,1824,107
2/3/2021,Lakshadweep,1931,1824,107
3/3/2021,Lakshadweep,1931,1824,107
4/3/2021,Lakshadweep,1931,1824,107
5/3/2021,Lakshadweep,1982,1856,126
6/3/2021,Lakshadweep,2078,1939,139
7/3/2021,Lakshadweep,2078,1939,139
8/3/2021,Lakshadweep,2310,2121,189
9/3/2021,Lakshadweep,1667,1452,215
10/3/2021,Lakshadweep,1854,1535,319
11/3/2021,Lakshadweep,2056,1589,467
12/3/2021,Lakshadweep,2275,1605,670
13/03/2021,Lakshadweep,2510,1657,853
14/03/2021,Lakshadweep,2541,1659,882
15/03/2021,Lakshadweep,2717,1727,990
16/03/2021,Lakshadweep,3860,2753,1107
17/03/2021,Lakshadweep,4555,3420,1135
18/03/2021,Lakshadweep,4904,3617,1287
19/03/2021,Lakshadweep,5088,3735,1353
20/03/2021,Lakshadweep,5387,3915,1472
21/03/2021,Lakshadweep,5394,3920,1474
22/03/2021,Lakshadweep,5521,4018,1503
23/03/2021,Lakshadweep,5707,4145,1562
24/03/2021,Lakshadweep,5826,4233,1593
25/03/2021,Lakshadweep,5901,4277,1624
26/03/2021,Lakshadweep,6053,4405,1648
27/03/2021,Lakshadweep,6266,4601,1665
28/03/2021,Lakshadweep,6333,4653,1680
29/03/2021,Lakshadweep,6333,4653,1680
30/03/2021,Lakshadweep,6552,4804,1748
31/03/2021,Lakshadweep,6824,5034,1790
1/4/2021,Lakshadweep,6953,5156,1797
2/4/2021,Lakshadweep,7168,5365,1803
3/4/2021,Lakshadweep,7399,5578,1821
4/4/2021,Lakshadweep,7746,5912,1834
5/4/2021,Lakshadweep,7993,6130,1863
6/4/2021,Lakshadweep,8434,6501,1933
7/4/2021,Lakshadweep,9484,7379,2105
8/4/2021,Lakshadweep,10621,8312,2309
9/4/2021,Lakshadweep,11527,9063,2464
10/4/2021,Lakshadweep,12707,10150,2557
11/4/2021,Lakshadweep,13223,10630,2593
12/4/2021,Lakshadweep,13791,11139,2652
13/04/2021,Lakshadweep,14389,11691,2698
14/04/2021,Lakshadweep,15275,12470,2805
15/04/2021,Lakshadweep,16053,13174,2879
16/04/2021,Lakshadweep,16446,13529,2917
17/04/2021,Lakshadweep,17145,14161,2984
18/04/2021,Lakshadweep,18013,14933,3080
19/04/2021,Lakshadweep,18439,15300,3139
20/04/2021,Lakshadweep,18894,15609,3285
21/04/2021,Lakshadweep,19750,16225,3525
22/04/2021,Lakshadweep,20140,16523,3617
23/04/2021,Lakshadweep,20544,16836,3708
24/04/2021,Lakshadweep,21022,17253,3769
25/04/2021,Lakshadweep,21363,17538,3825
26/04/2021,Lakshadweep,21732,17843,3889
27/04/2021,Lakshadweep,21928,17998,3930
28/04/2021,Lakshadweep,22090,18120,3970
29/04/2021,Lakshadweep,22410,18386,4024
30/04/2021,Lakshadweep,23024,18888,4136
1/5/2021,Lakshadweep,23444,19170,4274
2/5/2021,Lakshadweep,23634,19319,4315
3/5/2021,Lakshadweep,23908,19460,4448
4/5/2021,Lakshadweep,24226,19666,4560
5/5/2021,Lakshadweep,24766,19872,4894
6/5/2021,Lakshadweep,25040,19986,5054
7/5/2021,Lakshadweep,25396,20131,5265
8/5/2021,Lakshadweep,25693,20240,5453
9/5/2021,Lakshadweep,25943,20307,5636
10/5/2021,Lakshadweep,26489,20513,5976
11/5/2021,Lakshadweep,27372,20885,6487
12/5/2021,Lakshadweep,28102,21348,6754
13/05/2021,Lakshadweep,28229,21428,6801
14/05/2021,Lakshadweep,28241,21440,6801
15/05/2021,Lakshadweep,28258,21452,6806
16/05/2021,Lakshadweep,28282,21472,6810
17/05/2021,Lakshadweep,28390,21562,6828
18/05/2021,Lakshadweep,28703,21866,6837
19/05/2021,Lakshadweep,28943,22086,6857
20/05/2021,Lakshadweep,29039,22167,6872
21/05/2021,Lakshadweep,29532,22620,6912
22/05/2021,Lakshadweep,30027,23106,6921
23/05/2021,Lakshadweep,30955,24029,6926
24/05/2021,Lakshadweep,31277,24344,6933
25/05/2021,Lakshadweep,31319,24384,6935
26/05/2021,Lakshadweep,31381,24446,6935
27/05/2021,Lakshadweep,31425,24487,6938
28/05/2021,Lakshadweep,31668,24727,6941
29/05/2021,Lakshadweep,32136,25192,6944
30/05/2021,Lakshadweep,32818,25870,6948
31/05/2021,Lakshadweep,33636,26687,6949
1/6/2021,Lakshadweep,34439,27489,6950
2/6/2021,Lakshadweep,35167,28215,6952
3/6/2021,Lakshadweep,36206,29251,6955
4/6/2021,Lakshadweep,37342,30378,6964
5/6/2021,Lakshadweep,38294,31322,6972
6/6/2021,Lakshadweep,39071,32096,6975
7/6/2021,Lakshadweep,40301,33318,6983
8/6/2021,Lakshadweep,41455,34466,6989
9/6/2021,Lakshadweep,42665,35632,7033
10/6/2021,Lakshadweep,43565,36523,7042
11/6/2021,Lakshadweep,44754,37701,7053
12/6/2021,Lakshadweep,46083,39006,7077
13/06/2021,Lakshadweep,46809,39722,7087
14/06/2021,Lakshadweep,47816,40722,7094
15/06/2021,Lakshadweep,48599,41486,7113
16/06/2021,Lakshadweep,49904,42783,7121
17/06/2021,Lakshadweep,50334,43210,7124
18/06/2021,Lakshadweep,50773,43642,7131
19/06/2021,Lakshadweep,51284,44126,7158
20/06/2021,Lakshadweep,51507,44347,7160
21/06/2021,Lakshadweep,52001,44826,7175
22/06/2021,Lakshadweep,52459,45234,7225
23/06/2021,Lakshadweep,52829,45566,7263
24/06/2021,Lakshadweep,53150,45834,7316
25/06/2021,Lakshadweep,53433,46057,7376
26/06/2021,Lakshadweep,53736,46253,7483
27/06/2021,Lakshadweep,53855,46340,7515
28/06/2021,Lakshadweep,54138,46494,7644
29/06/2021,Lakshadweep,54662,46750,7912
30/06/2021,Lakshadweep,54700,46779,7921
1/7/2021,Lakshadweep,54928,46901,8027
2/7/2021,Lakshadweep,55294,47042,8252
3/7/2021,Lakshadweep,55632,47084,8548
4/7/2021,Lakshadweep,55674,47084,8590
5/7/2021,Lakshadweep,56206,47243,8963
6/7/2021,Lakshadweep,56755,47468,9287
7/7/2021,Lakshadweep,,,
8/7/2021,Lakshadweep,,,
9/7/2021,Lakshadweep,,,
10/7/2021,Lakshadweep,,,
11/7/2021,Lakshadweep,,,
12/7/2021,Lakshadweep,,,
13/07/2021,Lakshadweep,,,
14/07/2021,Lakshadweep,,,
15/07/2021,Lakshadweep,,,
16/01/2021,Madhya Pradesh,9435,9435,0
17/01/2021,Madhya Pradesh,9435,9435,0
18/01/2021,Madhya Pradesh,15934,15934,0
19/01/2021,Madhya Pradesh,18409,18409,0
20/01/2021,Madhya Pradesh,27769,27769,0
21/01/2021,Madhya Pradesh,38425,38425,0
22/01/2021,Madhya Pradesh,38425,38425,0
23/01/2021,Madhya Pradesh,38428,38428,0
24/01/2021,Madhya Pradesh,38430,38430,0
25/01/2021,Madhya Pradesh,66875,66875,0
26/01/2021,Madhya Pradesh,66877,66877,0
27/01/2021,Madhya Pradesh,131099,131099,0
28/01/2021,Madhya Pradesh,192628,192628,0
29/01/2021,Madhya Pradesh,234631,234631,0
30/01/2021,Madhya Pradesh,284782,284782,0
31/01/2021,Madhya Pradesh,285481,285481,0
1/2/2021,Madhya Pradesh,286538,286538,0
2/2/2021,Madhya Pradesh,286868,286868,0
3/2/2021,Madhya Pradesh,319623,319623,0
4/2/2021,Madhya Pradesh,329571,329571,0
5/2/2021,Madhya Pradesh,331316,331316,0
6/2/2021,Madhya Pradesh,332832,332832,0
7/2/2021,Madhya Pradesh,333677,333677,0
8/2/2021,Madhya Pradesh,369141,369141,0
9/2/2021,Madhya Pradesh,373504,373504,0
10/2/2021,Madhya Pradesh,427715,427715,0
11/2/2021,Madhya Pradesh,482095,482095,0
12/2/2021,Madhya Pradesh,519589,519589,0
13/02/2021,Madhya Pradesh,548275,548272,3
14/02/2021,Madhya Pradesh,548469,548466,3
15/02/2021,Madhya Pradesh,565957,565952,5
16/02/2021,Madhya Pradesh,567591,567586,5
17/02/2021,Madhya Pradesh,587658,587652,6
18/02/2021,Madhya Pradesh,598328,598319,9
19/02/2021,Madhya Pradesh,616805,616782,23
20/02/2021,Madhya Pradesh,635446,631637,3809
21/02/2021,Madhya Pradesh,636057,632248,3809
22/02/2021,Madhya Pradesh,666759,635089,31670
23/02/2021,Madhya Pradesh,668773,636139,32634
24/02/2021,Madhya Pradesh,716682,639425,77257
25/02/2021,Madhya Pradesh,773228,642871,130357
26/02/2021,Madhya Pradesh,804378,644716,159662
27/02/2021,Madhya Pradesh,804378,644716,159662
28/02/2021,Madhya Pradesh,804378,644716,159662
1/3/2021,Madhya Pradesh,804378,644716,159662
2/3/2021,Madhya Pradesh,846487,664726,181761
3/3/2021,Madhya Pradesh,908051,706334,201717
4/3/2021,Madhya Pradesh,970531,754152,216379
5/3/2021,Madhya Pradesh,978701,760376,218325
6/3/2021,Madhya Pradesh,1049846,817810,232036
7/3/2021,Madhya Pradesh,1052103,819884,232219
8/3/2021,Madhya Pradesh,1123372,878269,245103
9/3/2021,Madhya Pradesh,894175,648495,245680
10/3/2021,Madhya Pradesh,982005,703816,278189
11/3/2021,Madhya Pradesh,983629,704997,278632
12/3/2021,Madhya Pradesh,989013,708872,280141
13/03/2021,Madhya Pradesh,1147591,812922,334669
14/03/2021,Madhya Pradesh,1149813,814865,334948
15/03/2021,Madhya Pradesh,1311000,935527,375473
16/03/2021,Madhya Pradesh,1582017,1204532,377485
17/03/2021,Madhya Pradesh,1894779,1483101,411678
18/03/2021,Madhya Pradesh,2061982,1630087,431895
19/03/2021,Madhya Pradesh,2082196,1648828,433368
20/03/2021,Madhya Pradesh,2392868,1936427,456441
21/03/2021,Madhya Pradesh,2447794,1988398,459396
22/03/2021,Madhya Pradesh,2645609,2173688,471921
23/03/2021,Madhya Pradesh,2709136,2233935,475201
24/03/2021,Madhya Pradesh,2970294,2484618,485676
25/03/2021,Madhya Pradesh,3117583,2625418,492165
26/03/2021,Madhya Pradesh,3124997,2632468,492529
27/03/2021,Madhya Pradesh,3235027,2737954,497073
28/03/2021,Madhya Pradesh,3238287,2740984,497303
29/03/2021,Madhya Pradesh,3238300,2740995,497305
30/03/2021,Madhya Pradesh,3241368,2743883,497485
31/03/2021,Madhya Pradesh,3399721,2890848,508873
1/4/2021,Madhya Pradesh,3632471,3115146,517325
2/4/2021,Madhya Pradesh,3871927,3346831,525096
3/4/2021,Madhya Pradesh,4043380,3510799,532581
4/4/2021,Madhya Pradesh,4214544,3675945,538599
5/4/2021,Madhya Pradesh,4376033,3831368,544665
6/4/2021,Madhya Pradesh,4528210,3977455,550755
7/4/2021,Madhya Pradesh,4902462,4334898,567564
8/4/2021,Madhya Pradesh,5233168,4649680,583488
